Word;lemme;cgram;infover
acclame;acclamer;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
acclament;acclamer;VER;"ind:pre:3p;"
acclamer;acclamer;VER;"inf;"
acclamera;acclamer;VER;"ind:fut:3s;"
acclamerait;acclamer;VER;"cnd:pre:3s;"
acclameront;acclamer;VER;"ind:fut:3p;"
acclamez;acclamer;VER;"imp:pre:2p;"
acclamiez;acclamer;VER;"ind:imp:2p;"
acclamons;acclamer;VER;"imp:pre:1p;ind:pre:1p;"
acclamé;acclamer;VER;"par:pas;"
acclamée;acclamer;VER;"par:pas;"
acclamées;acclamer;VER;"par:pas;"
acclamés;acclamer;VER;"par:pas;"
acclimata;acclimater;VER;"ind:pas:3s;"
acclimatai;acclimater;VER;"ind:pas:1s;"
acclimate;acclimater;VER;"ind:pre:1s;ind:pre:3s;"
acclimatent;acclimater;VER;"ind:pre:3p;"
acclimater;acclimater;VER;"inf;"
acclimaterait;acclimater;VER;"cnd:pre:3s;"
acclimates;acclimater;VER;"ind:pre:2s;"
acclimatez;acclimater;VER;"imp:pre:2p;ind:pre:2p;"
acclimaté;acclimater;VER;"par:pas;"
acclimatés;acclimater;VER;"par:pas;"
accointé;accointer;VER;"par:pas;"
accointés;accointer;VER;"par:pas;"
accola;accoler;VER;"ind:pas:3s;"
accolait;accoler;VER;"ind:imp:3s;"
accolant;accoler;VER;"par:pre;"
accole;accoler;VER;"ind:pre:3s;"
accolent;accoler;VER;"ind:pre:3p;"
accoler;accoler;VER;"inf;"
accolerais;accoler;VER;"cnd:pre:1s;"
accolé;accoler;VER;"par:pas;"
accolée;accoler;VER;"par:pas;"
accolées;accoler;VER;"par:pas;"
accolés;accoler;VER;"par:pas;"
accommoda;accommoder;VER;"ind:pas:3s;"
accommodai;accommoder;VER;"ind:pas:1s;"
accommodaient;accommoder;VER;"ind:imp:3p;"
accommodais;accommoder;VER;"ind:imp:1s;"
accommodait;accommoder;VER;"ind:imp:3s;"
accommodant;accommoder;VER;"par:pre;"
accommode;accommoder;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
accommodent;accommoder;VER;"ind:pre:3p;"
accommoder;accommoder;VER;"inf;"
accommodera;accommoder;VER;"ind:fut:3s;"
accommoderai;accommoder;VER;"ind:fut:1s;"
accommoderaient;accommoder;VER;"cnd:pre:3p;"
accommoderais;accommoder;VER;"cnd:pre:1s;"
accommoderait;accommoder;VER;"cnd:pre:3s;"
accommoderez;accommoder;VER;"ind:fut:2p;"
accommoderions;accommoder;VER;"cnd:pre:1p;"
accommoderont;accommoder;VER;"ind:fut:3p;"
accommodions;accommoder;VER;"ind:imp:1p;"
accommodons;accommoder;VER;"ind:pre:1p;"
accommodât;accommoder;VER;"sub:imp:3s;"
accommodèrent;accommoder;VER;"ind:pas:3p;"
accommodé;accommoder;VER;"par:pas;"
accommodée;accommoder;VER;"par:pas;"
accommodés;accommoder;VER;"par:pas;"
accompagna;accompagner;VER;"ind:pas:3s;"
accompagnai;accompagner;VER;"ind:pas:1s;"
accompagnaient;accompagner;VER;"ind:imp:3p;"
accompagnais;accompagner;VER;"ind:imp:1s;ind:imp:2s;"
accompagnait;accompagner;VER;"ind:imp:3s;"
accompagnant;accompagner;VER;"par:pre;"
accompagne;accompagner;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;"
accompagnent;accompagner;VER;"ind:pre:3p;"
accompagner;accompagner;VER;"inf;;"
accompagnera;accompagner;VER;"ind:fut:3s;"
accompagnerai;accompagner;VER;"ind:fut:1s;"
accompagneraient;accompagner;VER;"cnd:pre:3p;"
accompagnerais;accompagner;VER;"cnd:pre:1s;cnd:pre:2s;"
accompagnerait;accompagner;VER;"cnd:pre:3s;"
accompagneras;accompagner;VER;"ind:fut:2s;"
accompagnerez;accompagner;VER;"ind:fut:2p;"
accompagneriez;accompagner;VER;"cnd:pre:2p;"
accompagnerons;accompagner;VER;"ind:fut:1p;"
accompagneront;accompagner;VER;"ind:fut:3p;"
accompagnes;accompagner;VER;"ind:pre:2s;sub:pre:2s;"
accompagnez;accompagner;VER;"imp:pre:2p;ind:pre:2p;"
accompagniez;accompagner;VER;"ind:imp:2p;sub:pre:2p;"
accompagnions;accompagner;VER;"ind:imp:1p;"
accompagnons;accompagner;VER;"imp:pre:1p;ind:pre:1p;"
accompagnâmes;accompagner;VER;"ind:pas:1p;"
accompagnât;accompagner;VER;"sub:imp:3s;"
accompagnèrent;accompagner;VER;"ind:pas:3p;"
accompagné;accompagner;VER;"par:pas;"
accompagnée;accompagner;VER;"par:pas;"
accompagnées;accompagner;VER;"par:pas;"
accompagnés;accompagner;VER;"par:pas;"
accompli;accomplir;VER;"par:pas;"
accomplie;accomplir;VER;"par:pas;"
accomplies;accomplir;VER;"par:pas;"
accomplir;accomplir;VER;"inf;"
accomplira;accomplir;VER;"ind:fut:3s;"
accomplirai;accomplir;VER;"ind:fut:1s;"
accompliraient;accomplir;VER;"cnd:pre:3p;"
accomplirais;accomplir;VER;"cnd:pre:1s;"
accomplirait;accomplir;VER;"cnd:pre:3s;"
accompliras;accomplir;VER;"ind:fut:2s;"
accomplirent;accomplir;VER;"ind:pas:3p;"
accomplirez;accomplir;VER;"ind:fut:2p;"
accomplirons;accomplir;VER;"ind:fut:1p;"
accompliront;accomplir;VER;"ind:fut:3p;"
accomplis;accomplir;VER;"imp:pre:2s;ind:pre:1s;ind:pre:2s;par:pas;"
accomplissaient;accomplir;VER;"ind:imp:3p;"
accomplissais;accomplir;VER;"ind:imp:1s;"
accomplissait;accomplir;VER;"ind:imp:3s;"
accomplissant;accomplir;VER;"par:pre;"
accomplisse;accomplir;VER;"sub:pre:1s;sub:pre:3s;"
accomplissent;accomplir;VER;"ind:pre:3p;"
accomplissez;accomplir;VER;"imp:pre:2p;ind:pre:2p;"
accomplissiez;accomplir;VER;"ind:imp:2p;"
accomplissions;accomplir;VER;"ind:imp:1p;"
accomplissons;accomplir;VER;"imp:pre:1p;ind:pre:1p;"
accomplit;accomplir;VER;"ind:pre:3s;ind:pas:3s;"
accomplît;accomplir;VER;"sub:imp:3s;"
accorda;accorder;VER;"ind:pas:3s;"
accordai;accorder;VER;"ind:pas:1s;"
accordaient;accorder;VER;"ind:imp:3p;"
accordais;accorder;VER;"ind:imp:1s;ind:imp:2s;"
accordait;accorder;VER;"ind:imp:3s;"
accordant;accorder;VER;"par:pre;"
accordas;accorder;VER;"ind:pas:2s;"
accordassent;accorder;VER;"sub:imp:3p;"
accorde;accorder;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;"
accordent;accorder;VER;"ind:pre:3p;"
accorder;accorder;VER;"inf;"
accordera;accorder;VER;"ind:fut:3s;"
accorderai;accorder;VER;"ind:fut:1s;"
accorderaient;accorder;VER;"cnd:pre:3p;"
accorderais;accorder;VER;"cnd:pre:1s;cnd:pre:2s;"
accorderait;accorder;VER;"cnd:pre:3s;"
accorderas;accorder;VER;"ind:fut:2s;"
accorderez;accorder;VER;"ind:fut:2p;"
accorderiez;accorder;VER;"cnd:pre:2p;"
accorderons;accorder;VER;"ind:fut:1p;"
accorderont;accorder;VER;"ind:fut:3p;"
accordes;accorder;VER;"ind:pre:2s;"
accordez;accorder;VER;"imp:pre:2p;ind:pre:2p;"
accordiez;accorder;VER;"ind:imp:2p;sub:pre:2p;"
accordions;accorder;VER;"ind:imp:1p;"
accordons;accorder;VER;"imp:pre:1p;ind:pre:1p;"
accordât;accorder;VER;"sub:imp:3s;"
accordèrent;accorder;VER;"ind:pas:3p;"
accordé;accorder;VER;"par:pas;"
accordée;accorder;VER;"par:pas;"
accordées;accorder;VER;"par:pas;"
accordés;accorder;VER;"par:pas;"
accosta;accoster;VER;"ind:pas:3s;"
accostaient;accoster;VER;"ind:imp:3p;"
accostais;accoster;VER;"ind:imp:1s;"
accostait;accoster;VER;"ind:imp:3s;"
accostant;accoster;VER;"par:pre;"
accoste;accoster;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
accostent;accoster;VER;"ind:pre:3p;"
accoster;accoster;VER;"inf;"
accosterez;accoster;VER;"ind:fut:2p;"
accosterons;accoster;VER;"ind:fut:1p;"
accostez;accoster;VER;"imp:pre:2p;ind:pre:2p;"
accostiez;accoster;VER;"ind:imp:2p;"
accostons;accoster;VER;"imp:pre:1p;"
accosté;accoster;VER;"par:pas;"
accostée;accoster;VER;"par:pas;"
accostées;accoster;VER;"par:pas;"
accota;accoter;VER;"ind:pas:3s;"
accotaient;accoter;VER;"ind:imp:3p;"
accotait;accoter;VER;"ind:imp:3s;"
accotant;accoter;VER;"par:pre;"
accote;accoter;VER;"ind:pre:3s;"
accotent;accoter;VER;"ind:pre:3p;"
accoter;accoter;VER;"inf;"
accotons;accoter;VER;"ind:pre:1p;"
accotèrent;accoter;VER;"ind:pas:3p;"
accoté;accoter;VER;"par:pas;"
accotée;accoter;VER;"par:pas;"
accotées;accoter;VER;"par:pas;"
accotés;accoter;VER;"par:pas;"
accoucha;accoucher;VER;"ind:pas:3s;"
accouchaient;accoucher;VER;"ind:imp:3p;"
accouchais;accoucher;VER;"ind:imp:1s;"
accouchait;accoucher;VER;"ind:imp:3s;"
accouchant;accoucher;VER;"par:pre;"
accouche;accoucher;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
accouchent;accoucher;VER;"ind:pre:3p;"
accoucher;accoucher;VER;"inf;"
accouchera;accoucher;VER;"ind:fut:3s;"
accoucherait;accoucher;VER;"cnd:pre:3s;"
accoucheras;accoucher;VER;"ind:fut:2s;"
accouches;accoucher;VER;"ind:pre:2s;"
accouchez;accoucher;VER;"imp:pre:2p;ind:pre:2p;"
accouché;accoucher;VER;"par:pas;"
accouchée;accoucher;VER;"par:pas;"
accouchés;accoucher;VER;"par:pas;"
accouda;accouder;VER;"ind:pas:3s;"
accoudai;accouder;VER;"ind:pas:1s;"
accoudaient;accouder;VER;"ind:imp:3p;"
accoudais;accouder;VER;"ind:imp:1s;"
accoudait;accouder;VER;"ind:imp:3s;"
accoudant;accouder;VER;"par:pre;"
accoude;accouder;VER;"ind:pre:3s;"
accouder;accouder;VER;"inf;"
accoudions;accouder;VER;"ind:imp:1p;"
accoudons;accouder;VER;"ind:pre:1p;"
accoudèrent;accouder;VER;"ind:pas:3p;"
accoudé;accouder;VER;"par:pas;"
accoudée;accouder;VER;"par:pas;"
accoudées;accouder;VER;"par:pas;"
accoudés;accouder;VER;"par:pas;"
accoupla;accoupler;VER;"ind:pas:3s;"
accouplaient;accoupler;VER;"ind:imp:3p;"
accouplais;accoupler;VER;"ind:imp:1s;"
accouplait;accoupler;VER;"ind:imp:3s;"
accouplant;accoupler;VER;"par:pre;"
accouple;accoupler;VER;"ind:pre:1s;ind:pre:3s;"
accouplent;accoupler;VER;"ind:pre:3p;"
accoupler;accoupler;VER;"ind:pre:2p;inf;"
accouplera;accoupler;VER;"ind:fut:3s;"
accouplerait;accoupler;VER;"cnd:pre:3s;"
accoupleront;accoupler;VER;"ind:fut:3p;"
accouplèrent;accoupler;VER;"ind:pas:3p;"
accouplé;accoupler;VER;"par:pas;"
accouplée;accoupler;VER;"par:pas;"
accouplées;accoupler;VER;"par:pas;"
accouplés;accoupler;VER;"par:pas;"
accouraient;accourir;VER;"ind:imp:3p;"
accourais;accourir;VER;"ind:imp:1s;"
accourait;accourir;VER;"ind:imp:3s;"
accourant;accourir;VER;"par:pre;"
accourcissant;accourcir;VER;"par:pre;"
accoure;accourir;VER;"sub:pre:1s;sub:pre:3s;"
accourent;accourir;VER;"ind:pre:3p;"
accoures;accourir;VER;"sub:pre:2s;"
accourez;accourir;VER;"imp:pre:2p;ind:pre:2p;"
accouriez;accourir;VER;"ind:imp:2p;"
accourir;accourir;VER;"inf;"
accourons;accourir;VER;"ind:pre:1p;"
accourra;accourir;VER;"ind:fut:3s;"
accourrai;accourir;VER;"ind:fut:1s;"
accourraient;accourir;VER;"cnd:pre:3p;"
accourrais;accourir;VER;"cnd:pre:1s;"
accourrait;accourir;VER;"cnd:pre:3s;"
accourront;accourir;VER;"ind:fut:3p;"
accours;accourir;VER;"imp:pre:2s;ind:pre:1s;ind:pre:2s;"
accourt;accourir;VER;"ind:pre:3s;"
accouru;accourir;VER;"par:pas;"
accourue;accourir;VER;"par:pas;"
accourues;accourir;VER;"par:pas;"
accoururent;accourir;VER;"ind:pas:3p;"
accourus;accourir;VER;"ind:pas:1s;par:pas;"
accourussent;accourir;VER;"sub:imp:3p;"
accourut;accourir;VER;"ind:pas:3s;"
accourût;accourir;VER;"sub:imp:3s;"
accoutre;accoutrer;VER;"ind:pre:3s;"
accoutré;accoutrer;VER;"par:pas;"
accoutrée;accoutrer;VER;"par:pas;"
accoutrés;accoutrer;VER;"par:pas;"
accoutuma;accoutumer;VER;"ind:pas:3s;"
accoutumai;accoutumer;VER;"ind:pas:1s;"
accoutumaient;accoutumer;VER;"ind:imp:3p;"
accoutumais;accoutumer;VER;"ind:imp:1s;"
accoutumait;accoutumer;VER;"ind:imp:3s;"
accoutumant;accoutumer;VER;"par:pre;"
accoutume;accoutumer;VER;"ind:pre:1s;ind:pre:3s;"
accoutument;accoutumer;VER;"ind:pre:3p;"
accoutumer;accoutumer;VER;"inf;"
accoutumerait;accoutumer;VER;"cnd:pre:3s;"
accoutumé;accoutumer;VER;"par:pas;"
accoutumée;accoutumer;VER;"par:pas;"
accoutumées;accoutumer;VER;"par:pas;"
accoutumés;accoutumer;VER;"par:pas;"
accouvée;accouver;VER;"par:pas;"
accrocha;accrocher;VER;"ind:pas:3s;"
accrochai;accrocher;VER;"ind:pas:1s;"
accrochaient;accrocher;VER;"ind:imp:3p;"
accrochais;accrocher;VER;"ind:imp:1s;ind:imp:2s;"
accrochait;accrocher;VER;"ind:imp:3s;"
accrochant;accrocher;VER;"par:pre;"
accroche;accrocher;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
accrochent;accrocher;VER;"ind:pre:3p;"
accrocher;accrocher;VER;"inf;"
accrochera;accrocher;VER;"ind:fut:3s;"
accrocherai;accrocher;VER;"ind:fut:1s;"
accrocheraient;accrocher;VER;"cnd:pre:3p;"
accrocherais;accrocher;VER;"cnd:pre:1s;"
accrocherait;accrocher;VER;"cnd:pre:3s;"
accrocherez;accrocher;VER;"ind:fut:2p;"
accrocheriez;accrocher;VER;"cnd:pre:2p;"
accrocheront;accrocher;VER;"ind:fut:3p;"
accroches;accrocher;VER;"ind:pre:2s;sub:pre:2s;"
accrochez;accrocher;VER;"imp:pre:2p;ind:pre:2p;"
accrochiez;accrocher;VER;"ind:imp:2p;"
accrochions;accrocher;VER;"ind:imp:1p;"
accrochons;accrocher;VER;"imp:pre:1p;ind:pre:1p;"
accrochât;accrocher;VER;"sub:imp:3s;"
accrochèrent;accrocher;VER;"ind:pas:3p;"
accroché;accrocher;VER;"par:pas;"
accrochée;accrocher;VER;"par:pas;"
accrochées;accrocher;VER;"par:pas;"
accrochés;accrocher;VER;"par:pas;"
accroire;accroire;VER;"inf;"
accrois;accroître;VER;"ind:pre:1s;"
accroissaient;accroître;VER;"ind:imp:3p;"
accroissait;accroître;VER;"ind:imp:3s;"
accroissant;accroître;VER;"par:pre;"
accroisse;accroître;VER;"sub:pre:3s;"
accroissent;accroître;VER;"ind:pre:3p;"
accroissez;accroître;VER;"imp:pre:2p;ind:pre:2p;"
accroupi;accroupir;VER;"par:pas;"
accroupie;accroupir;VER;"par:pas;"
accroupies;accroupir;VER;"par:pas;"
accroupir;accroupir;VER;"inf;"
accroupirent;accroupir;VER;"ind:pas:3p;"
accroupis;accroupir;VER;"imp:pre:2s;ind:pre:1s;ind:pre:2s;par:pas;"
accroupissaient;accroupir;VER;"ind:imp:3p;"
accroupissais;accroupir;VER;"ind:imp:1s;"
accroupissait;accroupir;VER;"ind:imp:3s;"
accroupissant;accroupir;VER;"par:pre;"
accroupisse;accroupir;VER;"sub:pre:1s;sub:pre:3s;"
accroupissent;accroupir;VER;"ind:pre:3p;"
accroupissons;accroupir;VER;"ind:pre:1p;"
accroupit;accroupir;VER;"ind:pre:3s;ind:pas:3s;"
accroît;accroître;VER;"ind:pre:3s;"
accroîtra;accroître;VER;"ind:fut:3s;"
accroîtrait;accroître;VER;"cnd:pre:3s;"
accroître;accroître;VER;"inf;"
accroîtront;accroître;VER;"ind:fut:3p;"
accru;accroître;VER;"par:pas;"
accrue;accroître;VER;"par:pas;"
accrues;accroître;VER;"par:pas;"
accrurent;accroître;VER;"ind:pas:3p;"
accrus;accroître;VER;"par:pas;"
accrut;accroître;VER;"ind:pas:3s;"
accrédita;accréditer;VER;"ind:pas:3s;"
accréditaient;accréditer;VER;"ind:imp:3p;"
accréditait;accréditer;VER;"ind:imp:3s;"
accréditant;accréditer;VER;"par:pre;"
accréditer;accréditer;VER;"inf;"
accrédité;accréditer;VER;"par:pas;"
accréditée;accréditer;VER;"par:pas;"
accrédités;accréditer;VER;"par:pas;"
accrût;accroître;VER;"sub:imp:3s;"
accueillaient;accueillir;VER;"ind:imp:3p;"
accueillais;accueillir;VER;"ind:imp:1s;ind:imp:2s;"
accueillait;accueillir;VER;"ind:imp:3s;"
accueillant;accueillir;VER;"par:pre;"
accueille;accueillir;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
accueillent;accueillir;VER;"ind:pre:3p;"
accueillera;accueillir;VER;"ind:fut:3s;"
accueillerai;accueillir;VER;"ind:fut:1s;"
accueilleraient;accueillir;VER;"cnd:pre:3p;"
accueillerait;accueillir;VER;"cnd:pre:3s;"
accueilleras;accueillir;VER;"ind:fut:2s;"
accueillerez;accueillir;VER;"ind:fut:2p;"
accueilleriez;accueillir;VER;"cnd:pre:2p;"
accueillerons;accueillir;VER;"ind:fut:1p;"
accueilleront;accueillir;VER;"ind:fut:3p;"
accueilles;accueillir;VER;"ind:pre:2s;"
accueillez;accueillir;VER;"imp:pre:2p;ind:pre:2p;"
accueilli;accueillir;VER;"par:pas;"
accueillie;accueillir;VER;"par:pas;"
accueillies;accueillir;VER;"par:pas;"
accueillir;accueillir;VER;"inf;"
accueillirent;accueillir;VER;"ind:pas:3p;"
accueillis;accueillir;VER;"ind:pas:1s;par:pas;"
accueillit;accueillir;VER;"ind:pas:3s;"
accueillons;accueillir;VER;"imp:pre:1p;ind:pre:1p;"
accueillît;accueillir;VER;"sub:imp:3s;"
accula;acculer;VER;"ind:pas:3s;"
acculaient;acculer;VER;"ind:imp:3p;"
acculais;acculer;VER;"ind:imp:1s;"
acculait;acculer;VER;"ind:imp:3s;"
acculant;acculer;VER;"par:pre;"
accule;acculer;VER;"ind:pre:1s;ind:pre:3s;"
acculent;acculer;VER;"ind:pre:3p;"
acculer;acculer;VER;"inf;"
acculera;acculer;VER;"ind:fut:3s;"
acculeraient;acculer;VER;"cnd:pre:3p;"
acculez;acculer;VER;"imp:pre:2p;ind:pre:2p;"
acculât;acculer;VER;"sub:imp:3s;"
acculèrent;acculer;VER;"ind:pas:3p;"
acculé;acculer;VER;"par:pas;"
acculée;acculer;VER;"par:pas;"
acculées;acculer;VER;"par:pas;"
acculés;acculer;VER;"par:pas;"
accumula;accumuler;VER;"ind:pas:3s;"
accumulai;accumuler;VER;"ind:pas:1s;"
accumulaient;accumuler;VER;"ind:imp:3p;"
accumulais;accumuler;VER;"ind:imp:1s;"
accumulait;accumuler;VER;"ind:imp:3s;"
accumulant;accumuler;VER;"par:pre;"
accumule;accumuler;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
accumulent;accumuler;VER;"ind:pre:3p;"
accumuler;accumuler;VER;"inf;"
accumulerez;accumuler;VER;"ind:fut:2p;"
accumulez;accumuler;VER;"imp:pre:2p;ind:pre:2p;"
accumulèrent;accumuler;VER;"ind:pas:3p;"
accumulé;accumuler;VER;"par:pas;"
accumulée;accumuler;VER;"par:pas;"
accumulées;accumuler;VER;"par:pas;"
accumulés;accumuler;VER;"par:pas;"
accusa;accuser;VER;"ind:pas:3s;"
accusai;accuser;VER;"ind:pas:1s;"
accusaient;accuser;VER;"ind:imp:3p;"
accusais;accuser;VER;"ind:imp:1s;ind:imp:2s;"
accusait;accuser;VER;"ind:imp:3s;"
accusant;accuser;VER;"par:pre;"
accuse;accuser;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;"
accusent;accuser;VER;"ind:pre:3p;"
accuser;accuser;VER;"inf;"
accusera;accuser;VER;"ind:fut:3s;"
accuseraient;accuser;VER;"cnd:pre:3p;"
accuserais;accuser;VER;"cnd:pre:1s;cnd:pre:2s;"
accuserait;accuser;VER;"cnd:pre:3s;"
accuserez;accuser;VER;"ind:fut:2p;"
accuseriez;accuser;VER;"cnd:pre:2p;"
accuserions;accuser;VER;"cnd:pre:1p;"
accuserons;accuser;VER;"ind:fut:1p;"
accuseront;accuser;VER;"ind:fut:3p;"
accuses;accuser;VER;"ind:pre:2s;"
accusez;accuser;VER;"imp:pre:2p;ind:pre:2p;"
accusiez;accuser;VER;"ind:imp:2p;"
accusions;accuser;VER;"ind:imp:1p;"
accusons;accuser;VER;"imp:pre:1p;ind:pre:1p;"
accusât;accuser;VER;"sub:imp:3s;"
accusèrent;accuser;VER;"ind:pas:3p;"
accusé;accuser;VER;"par:pas;"
accusée;accuser;VER;"par:pas;"
accusées;accuser;VER;"par:pas;"
accusés;accuser;VER;"par:pas;"
accède;accéder;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;"
accèdent;accéder;VER;"ind:pre:3p;"
accèdes;accéder;VER;"ind:pre:2s;"
accéda;accéder;VER;"ind:pas:3s;"
accédai;accéder;VER;"ind:pas:1s;"
accédaient;accéder;VER;"ind:imp:3p;"
accédais;accéder;VER;"ind:imp:1s;"
accédait;accéder;VER;"ind:imp:3s;"
accédant;accéder;VER;"par:pre;"
accéder;accéder;VER;"inf;"
accédera;accéder;VER;"ind:fut:3s;"
accéderai;accéder;VER;"ind:fut:1s;"
accéderaient;accéder;VER;"cnd:pre:3p;"
accéderais;accéder;VER;"cnd:pre:1s;"
accéderait;accéder;VER;"cnd:pre:3s;"
accéderas;accéder;VER;"ind:fut:2s;"
accédez;accéder;VER;"imp:pre:2p;ind:pre:2p;"
accédons;accéder;VER;"ind:pre:1p;"
accédâmes;accéder;VER;"ind:pas:1p;"
accédé;accéder;VER;"par:pas;"
accélère;accélérer;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
accélèrent;accélérer;VER;"ind:pre:3p;"
accélères;accélérer;VER;"ind:pre:2s;sub:pre:2s;"
accéléra;accélérer;VER;"ind:pas:3s;"
accélérai;accélérer;VER;"ind:pas:1s;"
accéléraient;accélérer;VER;"ind:imp:3p;"
accélérais;accélérer;VER;"ind:imp:1s;"
accélérait;accélérer;VER;"ind:imp:3s;"
accélérant;accélérer;VER;"par:pre;"
accélérer;accélérer;VER;"inf;"
accélérera;accélérer;VER;"ind:fut:3s;"
accélérerait;accélérer;VER;"cnd:pre:3s;"
accéléreras;accélérer;VER;"ind:fut:2s;"
accélérez;accélérer;VER;"imp:pre:2p;ind:pre:2p;"
accélériez;accélérer;VER;"ind:imp:2p;"
accélérons;accélérer;VER;"imp:pre:1p;ind:pre:1p;"
accélérèrent;accélérer;VER;"ind:pas:3p;"
accéléré;accélérer;VER;"par:pas;"
accélérée;accélérer;VER;"par:pas;"
accélérées;accélérer;VER;"par:pas;"
accélérés;accélérer;VER;"par:pas;"
achalandaient;achalander;VER;"ind:imp:3p;"
achalandés;achalander;VER;"par:pas;"
achaler;achaler;VER;"inf;"
acharna;acharner;VER;"ind:pas:3s;"
acharnai;acharner;VER;"ind:pas:1s;"
acharnaient;acharner;VER;"ind:imp:3p;"
acharnais;acharner;VER;"ind:imp:1s;"
acharnait;acharner;VER;"ind:imp:3s;"
acharnant;acharner;VER;"par:pre;"
acharne;acharner;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
acharnent;acharner;VER;"ind:pre:3p;"
acharner;acharner;VER;"inf;"
acharnera;acharner;VER;"ind:fut:3s;"
acharnerai;acharner;VER;"ind:fut:1s;"
acharnerait;acharner;VER;"cnd:pre:3s;"
acharnes;acharner;VER;"ind:pre:2s;"
acharnez;acharner;VER;"imp:pre:2p;ind:pre:2p;"
acharnèrent;acharner;VER;"ind:pas:3p;"
acharné;acharner;VER;"par:pas;"
acharnée;acharner;VER;"par:pas;"
acharnées;acharner;VER;"par:pas;"
acharnés;acharner;VER;"par:pas;"
achemina;acheminer;VER;"ind:pas:3s;"
acheminai;acheminer;VER;"ind:pas:1s;"
acheminaient;acheminer;VER;"ind:imp:3p;"
acheminait;acheminer;VER;"ind:imp:3s;"
acheminant;acheminer;VER;"par:pre;"
achemine;acheminer;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
acheminent;acheminer;VER;"ind:pre:3p;"
acheminer;acheminer;VER;"inf;"
achemineront;acheminer;VER;"ind:fut:3p;"
acheminons;acheminer;VER;"ind:pre:1p;"
acheminâmes;acheminer;VER;"ind:pas:1p;"
acheminèrent;acheminer;VER;"ind:pas:3p;"
acheminé;acheminer;VER;"par:pas;"
acheminée;acheminer;VER;"par:pas;"
acheminées;acheminer;VER;"par:pas;"
acheminés;acheminer;VER;"par:pas;"
acheta;acheter;VER;"ind:pas:3s;"
achetai;acheter;VER;"ind:pas:1s;"
achetaient;acheter;VER;"ind:imp:3p;"
achetais;acheter;VER;"ind:imp:1s;ind:imp:2s;"
achetait;acheter;VER;"ind:imp:3s;"
achetant;acheter;VER;"par:pre;"
achetassent;acheter;VER;"sub:imp:3p;"
acheter;acheter;VER;"ind:pre:2p;inf;"
achetez;acheter;VER;"imp:pre:2p;ind:pre:2p;"
achetiez;acheter;VER;"ind:imp:2p;"
achetions;acheter;VER;"ind:imp:1p;"
achetons;acheter;VER;"imp:pre:1p;ind:pre:1p;"
achetâmes;acheter;VER;"ind:pas:1p;"
achetât;acheter;VER;"sub:imp:3s;"
achetèrent;acheter;VER;"ind:pas:3p;"
acheté;acheter;VER;"par:pas;par:pas;par:pas;"
achetée;acheter;VER;"par:pas;"
achetées;acheter;VER;"ind:imp:3s;par:pas;"
achetés;acheter;VER;"par:pas;"
acheva;achever;VER;"ind:pas:3s;"
achevai;achever;VER;"ind:pas:1s;"
achevaient;achever;VER;"ind:imp:3p;"
achevais;achever;VER;"ind:imp:1s;"
achevait;achever;VER;"ind:imp:3s;"
achevant;achever;VER;"par:pre;"
achever;achever;VER;"inf;"
achevez;achever;VER;"imp:pre:2p;ind:pre:2p;"
acheviez;achever;VER;"ind:imp:2p;"
achevions;achever;VER;"ind:imp:1p;"
achevons;achever;VER;"imp:pre:1p;ind:pre:1p;"
achevâmes;achever;VER;"ind:pas:1p;"
achevât;achever;VER;"sub:imp:3s;"
achevèrent;achever;VER;"ind:pas:3p;"
achevé;achever;VER;"par:pas;"
achevée;achever;VER;"par:pas;"
achevées;achever;VER;"par:pas;"
achevés;achever;VER;"par:pas;"
achoppa;achopper;VER;"ind:pas:3s;"
achoppai;achopper;VER;"ind:pas:1s;"
achoppaient;achopper;VER;"ind:imp:3p;"
achoppais;achopper;VER;"ind:imp:1s;"
achoppait;achopper;VER;"ind:imp:3s;"
achoppe;achopper;VER;"ind:pre:1s;ind:pre:3s;"
achopper;achopper;VER;"inf;"
achoppé;achopper;VER;"par:pas;"
achoppée;achopper;VER;"par:pas;"
achète;acheter;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
achètent;acheter;VER;"ind:pre:3p;"
achètera;acheter;VER;"ind:fut:3s;"
achèterai;acheter;VER;"ind:fut:1s;"
achèteraient;acheter;VER;"cnd:pre:3p;"
